,university,career,inscription_date,name,gender,nacimiento,location,email
209,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/01/20,edward west,m,2009/01/26,el tropezon,melissa90@hotmail.com
210,universidad tecnológica nacional,técnico para bioterios ,2020/12/17,mary cox,f,1996/07/02,pontaut,ykerr@gmail.com
211,universidad tecnológica nacional,licenciatura en sociología ,2020/10/27,bill wolfe,m,2006/03/06,baños pismanta,rodriguezpatricia@hotmail.com
212,universidad tecnológica nacional,contador público ,2020/11/03,anthony nolan,m,1918/05/11,san justo,christinerobbins@yahoo.com
213,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/09/05,steven walker,m,2003/02/11,25 de mayo,jessicanorman@hotmail.com
214,universidad tecnológica nacional,licenciatura en psicología,2020/11/29,rachel curtis md,f,1983/03/02,agua de la piedra,marvinbrowning@hotmail.com
215,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/11/23,xavier roberts,m,2012/02/02,san genaro norte,steven61@gmail.com
216,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/04,kathryn diaz,f,1927/01/14,arroyo pescado,vdeleon@gmail.com
217,universidad tecnológica nacional,licenciatura en musicoterapia,2020/10/26,jennifer duke,f,1918/12/30,azara,nmorgan@gmail.com
218,universidad tecnológica nacional,licenciatura en ciencia política ,2020/09/22,william reed,m,2003/09/30,baldes de pacheco,karen86@gmail.com
219,universidad tecnológica nacional,arquitectura,2020/11/18,warren sims,m,1921/12/10,cañadita,hwhite@gmail.com
220,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/24,brooke griffin,f,2008/04/09,acostilla,rjones@yahoo.com
221,universidad tecnológica nacional,actuario ,2020/12/16,thomas thompson,m,1934/08/15,11 de septiembre,angelamendoza@yahoo.com
222,universidad tecnológica nacional,ciencias veterinarias,2020/09/06,christopher wilkins,m,1950/04/17,del valle,herreramisty@hotmail.com
223,universidad tecnológica nacional,ingeniería en informática,2020/11/27,craig fox,m,1924/09/05,banda varela,kellyhunter@gmail.com
224,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/10,scott williams,m,1946/02/20,jose leon suarez,jacksonjonathan@gmail.com
225,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/13,alice arnold,f,2011/02/25,cerro aconcagua,parsonsandrea@hotmail.com
226,universidad tecnológica nacional,ingeniería electrónica,2020/10/21,elizabeth strong,f,2007/11/26,el zorro,jonesrachel@hotmail.com
227,universidad tecnológica nacional,diseño de imagen y sonido,2020/11/04,cristina rangel,f,2007/03/08,la limpia,belinda53@gmail.com
228,universidad tecnológica nacional,farmacia,2021/01/04,wendy russell,f,1956/11/29,anzoategui,ymarshall@hotmail.com
229,universidad tecnológica nacional,licenciatura en administración ,2020/10/02,ashley moore,f,1953/03/04,armstrong,shawn67@hotmail.com
230,universidad tecnológica nacional,agronomía,2020/09/20,daniel cooper,m,1937/09/25,chavarria,scottpamela@gmail.com
231,universidad tecnológica nacional,bioquímica,2020/09/16,jennifer scott,f,1932/02/06,esc nav militar rio sant,john89@hotmail.com
232,universidad tecnológica nacional,ingeniería electrónica,2021/01/02,michael henson,m,1951/11/20,general rojo,cassidyphillips@yahoo.com
233,universidad tecnológica nacional,agronomía,2020/12/04,kimberly johnson,f,1963/09/11,barrio villa saladillo,johnsonedward@hotmail.com
234,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/09/14,amanda harrison,f,1925/01/31,barranqueras,william28@gmail.com
235,universidad tecnológica nacional,agronomía,2020/09/05,krista ball,f,1953/06/18,agua de la zorra,hansenlisa@hotmail.com
236,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/23,patrick martin,m,2008/02/11,30 de agosto,halljennifer@gmail.com
237,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/10/17,kevin hall,m,2009/05/17,maori,emilyking@gmail.com
238,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/25,debra edwards,f,1946/10/31,colonia mackinlay,howardbrian@hotmail.com
239,universidad tecnológica nacional,licenciatura en psicología,2021/01/22,lori hubbard,f,1908/12/05,azopardo,sandra69@yahoo.com
240,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/04,kenneth thompson,m,1948/03/07,jose ferrari,samueljohnson@hotmail.com
241,universidad tecnológica nacional,ingeniería mecánica,2020/12/02,gilbert barton,m,1937/01/10,agua negra,jeremyward@gmail.com
242,universidad tecnológica nacional,ingeniería electrónica,2020/11/05,dr. erin rhodes,f,1960/11/05,gobernador lanusse,jared75@hotmail.com
243,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/10,adam mcdonald,m,2021/06/24,colonia bella italia,ksmith@gmail.com
244,universidad tecnológica nacional,ciencias veterinarias,2020/10/16,michael wright,m,2015/05/13,aguada del loro,heather85@gmail.com
245,universidad tecnológica nacional,diseño industrial,2020/11/01,gina lopez,f,2021/03/11,caleufu,kimberly58@yahoo.com
246,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/20,tracy dunn,f,2020/12/15,alto nuestra señora del valle,alison79@yahoo.com
247,universidad tecnológica nacional,actuario ,2020/12/10,bradley flores,m,1974/02/16,armstrong,carla01@yahoo.com
248,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/12/21,stephanie collier,f,1908/09/20,gobernador crespo,harrisonjoshua@gmail.com
249,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/09/06,gary best,m,1928/06/07,glew,qhoffman@gmail.com
250,universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/07,robert austin,m,1996/03/10,bahia lapataia,bcortez@yahoo.com
251,universidad tecnológica nacional,ingeniería electrónica,2020/09/27,wanda martin,f,1983/01/30,empalme frontera,dmanning@gmail.com
252,universidad tecnológica nacional,actuario ,2020/09/22,tamara escobar,f,1966/08/19,chancay,michelle73@yahoo.com
253,universidad tecnológica nacional,licenciatura en sociología ,2020/09/26,christine allen,f,1985/08/03,estacion saladas,sarahhopkins@gmail.com
254,universidad tecnológica nacional,farmacia,2020/10/16,stephanie patterson,f,1941/06/22,cavour,prichardson@yahoo.com
255,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/09/29,alexander jordan,m,1936/09/21,arrechea,juan41@gmail.com
256,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/22,danny clark,m,1995/04/19,peyrano,kaylagarcia@yahoo.com
257,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/16,nicole nicholson,f,1995/11/04,arturo segui,ashleymitchell@yahoo.com
258,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021/01/14,mr. james long,m,2021/09/13,arroyo ceibal,danielsmith@hotmail.com
259,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/17,kimberly wolf,f,2000/04/22,camaron chico,jonathon92@yahoo.com
260,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021/01/04,michael brown,m,1969/08/18,amilgancho,warrenjanet@yahoo.com
261,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2021/01/26,carmen evans,f,1954/01/17,colonia zapata,jchapman@hotmail.com
262,universidad tecnológica nacional,técnico para bioterios ,2020/09/14,daniel ortiz,m,1935/08/24,angaco norte,kimberlywatson@gmail.com
263,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/10/08,alexander wilcox dds,m,1925/02/27,colonia los tres usaris,fmcneil@gmail.com
264,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/11/30,lisa joseph,f,2015/04/02,25 de mayo,brennanstephen@yahoo.com
265,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/12/03,shannon ruiz,f,1917/09/17,casimiro gomez,emorton@hotmail.com
266,universidad tecnológica nacional,ciencias veterinarias,2020/10/27,christine lowery,f,1945/12/14,claverie,angela56@hotmail.com
267,universidad tecnológica nacional,contador público ,2020/10/22,shelby carroll,f,1986/10/27,colonia rivas,stephaniejohnson@yahoo.com
268,universidad tecnológica nacional,licenciatura en musicoterapia,2020/09/18,kenneth martin,m,1963/03/23,antonio tomas sud,felicia40@hotmail.com
269,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/09,christine jackson,f,2005/02/24,gandolfi,fieldsheather@hotmail.com
270,universidad tecnológica nacional,diseño de imagen y sonido,2020/10/26,daniel thompson,m,1948/12/17,garin,victoriawallace@hotmail.com
271,universidad tecnológica nacional,licenciatura en administración ,2021/01/16,jessica dickerson,f,2010/11/10,diamante,miguelmejia@gmail.com
272,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/09/16,scott mason,m,2017/07/09,las palmas,huynhrichard@hotmail.com
273,universidad tecnológica nacional,arquitectura,2020/10/21,lee rogers,m,1920/04/08,bajo caracoles,johngreen@hotmail.com
274,universidad tecnológica nacional,medicina,2021/01/12,andrew irwin,m,1993/03/04,luis guillon,mpratt@yahoo.com
275,universidad tecnológica nacional,licenciatura en psicología,2020/10/12,bradley smith,m,1918/08/01,alto jaguel,megan34@gmail.com
276,universidad tecnológica nacional,agronomía,2020/12/17,henry avery,m,1952/02/13,arroyo urquiza,jamiecarter@gmail.com
277,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/12/27,ashley miller,f,2003/12/03,rio tala,shahstacey@yahoo.com
278,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/12/12,matthew flores,m,2018/09/24,olascoaga,nalvarez@gmail.com
279,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/12/21,sara smith md,f,1983/06/02,cramer,john99@yahoo.com
280,universidad tecnológica nacional,licenciatura en sociología ,2020/11/13,megan thomas,f,1931/04/05,banda varela,debracarroll@yahoo.com
281,universidad tecnológica nacional,ingeniería mecánica,2020/09/23,shelby yang,f,1912/06/07,haras san jacinto,thomas25@yahoo.com
282,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/10/30,jeffrey moore,m,2011/11/17,arroyo las minas,pbrown@gmail.com
283,universidad tecnológica nacional,licenciatura en psicología,2020/11/16,henry martin,m,1996/05/19,comandante nicanor otamendi,yross@yahoo.com
284,universidad tecnológica nacional,licenciatura en administración ,2020/10/15,katherine lindsey,f,1997/05/02,cooper,jacksonalexandra@hotmail.com
285,universidad tecnológica nacional,bioquímica,2020/09/30,robert ramsey,m,1929/08/26,arroyo ceibo,ryanlarsen@yahoo.com
286,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/11/07,lisa welch,f,2012/07/24,san genaro norte,amy50@hotmail.com
287,universidad tecnológica nacional,diseño de imagen y sonido,2020/11/19,mark george,m,1923/06/26,abramo,jacobanderson@yahoo.com
288,universidad tecnológica nacional,ingeniería electrónica,2020/09/02,cassandra salazar,f,1996/04/30,bernasconi,mthomas@yahoo.com
289,universidad tecnológica nacional,licenciatura en psicología,2020/11/24,gina rowland,f,1920/03/10,berraondo,bking@hotmail.com
290,universidad tecnológica nacional,licenciatura en musicoterapia,2021/01/26,michele munoz,f,1978/07/06,buena esperanza,mariehuffman@gmail.com
291,universidad tecnológica nacional,ingeniería en informática,2020/10/21,erik rodriguez,m,1996/08/13,agua negra,michael18@yahoo.com
292,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/09/23,shannon gonzales,f,1999/07/10,arteaga,laura62@gmail.com
293,universidad tecnológica nacional,licenciatura en administración ,2020/11/02,jacqueline ward,f,1906/08/07,el retiro,courtneycuevas@hotmail.com
294,universidad tecnológica nacional,ingeniería en informática,2020/11/28,james blackwell,m,1987/10/08,sancti spiritu,raymond82@hotmail.com
295,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/11/08,perry garcia,m,1930/12/11,monte chingolo,baldwinkimberly@gmail.com
296,universidad tecnológica nacional,técnico para bioterios ,2020/12/24,hannah watson,f,1997/07/30,plomer,christopher32@hotmail.com
297,universidad tecnológica nacional,licenciatura en artes,2021/01/14,valerie roth,f,1912/07/07,aguada escondida,nichole49@hotmail.com
298,universidad tecnológica nacional,medicina,2020/09/22,peter anderson,m,1966/09/11,colonia las yescas,dduran@yahoo.com
299,universidad tecnológica nacional,licenciatura en psicología,2020/09/25,brianna sutton,f,1982/02/21,bealistock,kariholmes@yahoo.com
300,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/29,robert walker,m,1960/06/02,gaboto,joshua39@yahoo.com
301,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/30,alexa fox,f,1936/08/17,blaquier,harrismatthew@gmail.com
302,universidad tecnológica nacional,actuario ,2020/10/30,douglas gordon,m,1936/01/26,la porteña,arnoldtodd@yahoo.com
303,universidad tecnológica nacional,diseño industrial,2020/09/29,rachel schneider dds,f,1950/03/07,piamonte,garywest@hotmail.com
304,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021/01/31,kimberly gregory,f,1994/02/11,franklin,jessica33@gmail.com
305,universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/04,thomas guerrero,m,1953/02/13,colonia bombal,miranda63@hotmail.com
306,universidad tecnológica nacional,farmacia,2020/11/07,melissa hensley,f,1928/03/07,bajo de raco,dcarter@hotmail.com
307,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/01/14,johnny rose,m,1967/12/22,caleufu,lawrencebriggs@yahoo.com
308,universidad tecnológica nacional,diseño de imagen y sonido,2020/09/28,pamela jones,f,1970/12/21,caaguazu,rholt@hotmail.com
309,universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/10,mark prince,m,1986/06/01,campo cicare,hebertcraig@hotmail.com
310,universidad tecnológica nacional,licenciatura en ciencia política ,2020/12/01,david smith,m,1909/11/07,calchaqui,smithjohn@hotmail.com
311,universidad tecnológica nacional,licenciatura en psicología,2021/01/06,melanie hernandez,f,1929/12/13,basail,clarkkatelyn@yahoo.com
312,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/11/29,amanda lewis,f,1973/04/02,castelar,robert58@gmail.com
313,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/31,kevin brown md,m,2004/11/10,godoy,kimberly57@yahoo.com
314,universidad tecnológica nacional,ingeniería electrónica,2020/10/14,tanya gonzalez,f,2007/05/07,chacras viejas,fwilkins@gmail.com
315,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2021/01/05,kayla jones,f,1945/11/12,buen retiro,andrewortiz@hotmail.com
316,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/10/07,michael dominguez,m,2008/05/03,ciudad evita,mpowell@hotmail.com
317,universidad tecnológica nacional,ingeniería electrónica,2020/12/24,dr. mason glover,m,1990/11/17,el jumeal,dana62@yahoo.com
318,universidad tecnológica nacional,agronomía,2020/10/08,adam welch,m,1977/08/03,bella vista,martinezarthur@yahoo.com
319,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/11/16,mallory johnson,f,2017/11/08,el campamento,iwoodward@yahoo.com
320,universidad tecnológica nacional,medicina,2020/10/08,bruce schmidt,m,1920/05/01,aguadita,beckertracy@gmail.com
321,universidad tecnológica nacional,licenciatura en ciencias de la educación ,2021/01/02,david knight,m,1909/04/30,barcala,henrydaniel@gmail.com
