,university,career,inscription_date,nombre,sexo,birth_date,location,email
208,universidad nacional de jujuy,diseño industrial,2020/09/19,theresa williams,f,1966/10/01,baños de la laja,wcruz@yahoo.com
209,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/09/19,jason barrera,m,1923/06/12,alejandro petion,ckim@gmail.com
210,universidad nacional de jujuy,ingeniería electrónica,2020/09/19,kyle rose,m,1920/11/28,acostilla,agilbert@gmail.com
211,universidad nacional de jujuy,agronomía,2020/09/19,kelsey sandoval,f,1992/11/15,caseros,ukelly@hotmail.com
212,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/09/19,john graham,m,1946/03/17,campo peña lopez,ortizwendy@hotmail.com
213,universidad nacional de jujuy,contador público ,2020/09/19,matthew anderson,m,1932/09/26,colonia nac de alienados,lisaweiss@gmail.com
214,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/09/20,dawn jimenez,f,2003/11/07,barrio la dolly,heather33@gmail.com
215,universidad nacional de jujuy,contador público ,2020/09/20,dr. sarah ingram,f,1946/05/04,barrio trocha,marshallwilliam@gmail.com
216,universidad nacional de jujuy,licenciatura en ciencia política ,2020/09/20,ashley watkins,f,2020/11/24,chipauquil,debra86@gmail.com
217,universidad nacional de jujuy,diseño de imagen y sonido,2020/09/20,bob rice,m,1933/01/01,agua de castilla,leah44@hotmail.com
218,universidad nacional de jujuy,arquitectura,2020/09/20,anthony thomas,m,1992/11/27,gobernador benegas,darrellgonzalez@yahoo.com
219,universidad nacional de jujuy,actuario ,2020/09/20,victoria herring,f,1914/06/30,13 de enero,lauramarshall@hotmail.com
220,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/09/20,martha brown,f,2000/02/23,aeropuerto ezeiza,josephvalentine@gmail.com
221,universidad nacional de jujuy,ingeniería en informática,2020/09/20,sharon butler,f,1954/04/12,carreras,clinejennifer@yahoo.com
222,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/21,thomas johnson,m,1957/04/12,garcia del rio,chadfigueroa@yahoo.com
223,universidad nacional de jujuy,licenciatura en psicología,2020/09/21,jared johnson,m,1913/04/03,9 de julio kilometro 20,donaldsoto@yahoo.com
224,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020/09/21,patrick graham,m,1938/06/24,bocayuba,joshua16@hotmail.com
225,universidad nacional de jujuy,licenciatura en psicología,2020/09/21,richard krause,m,1918/03/23,gente grande,troyschmitt@hotmail.com
226,universidad nacional de jujuy,contador público ,2020/09/21,alyssa young,f,2004/06/09,gomez,matthew86@gmail.com
227,universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/09/21,justin aguirre,m,1941/10/23,cantera aguirre,smithcameron@yahoo.com
228,universidad nacional de jujuy,licenciatura en ciencia política ,2020/09/21,casey williams,f,1920/02/07,agua de torre,angelgriffin@gmail.com
229,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/09/21,marc king,m,1916/09/12,la isabel,jasminemiller@yahoo.com
230,universidad nacional de jujuy,contador público ,2020/09/21,amy kelly,f,1985/10/14,avanzada,carolynmartinez@gmail.com
231,universidad nacional de jujuy,bioquímica,2020/09/22,terry cunningham,m,2006/03/18,lomas de zamora,dmartin@yahoo.com
232,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/09/22,jasmin rocha,f,1935/03/28,25 de mayo,williamsmisty@yahoo.com
233,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020/09/22,anthony kelly,m,1950/02/16,el medano,ejones@gmail.com
234,universidad nacional de jujuy,farmacia,2020/09/22,patrick hartman,m,1987/01/27,alfalad,deborahwilliams@yahoo.com
235,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/22,jeremy shah,m,1945/12/19,goyena,simonleslie@yahoo.com
236,universidad nacional de jujuy,ingeniería en informática,2020/09/22,timothy pittman,m,1920/10/28,la lucila,mariamelendez@hotmail.com
237,universidad nacional de jujuy,licenciatura en psicología,2020/09/22,jessica daniel,f,1931/08/10,bordenave,hward@gmail.com
238,universidad nacional de jujuy,diseño de imagen y sonido,2020/09/22,jose jones,m,2004/03/29,amuschina,jennifer87@hotmail.com
239,universidad nacional de jujuy,ingeniería en informática,2020/09/22,monique garner,f,1924/09/24,amberes,mkim@yahoo.com
240,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/23,tom hill,m,1933/04/29,30 de octubre,uschmitt@gmail.com
241,universidad nacional de jujuy,agronomía,2020/09/23,shannon lawson,f,1964/12/28,colonia berlin,donaldbarron@yahoo.com
242,universidad nacional de jujuy,arquitectura,2020/09/23,mike kelley,m,1998/07/23,aparzo,moodyjulie@yahoo.com
243,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/09/23,john kelly iii,m,1909/03/13,alzaga,ericgarcia@gmail.com
244,universidad nacional de jujuy,licenciatura en musicoterapia,2020/09/23,terri williams,f,1911/09/18,carrizal,weeksdenise@yahoo.com
245,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/09/23,heather torres,f,1983/08/28,colonia bombal y tabanera,wheelermichelle@gmail.com
246,universidad nacional de jujuy,licenciatura en musicoterapia,2020/09/23,kristina roberts,f,1987/12/04,costa grande,brett31@hotmail.com
247,universidad nacional de jujuy,ingeniería electrónica,2020/09/23,monica ramirez,f,1970/03/30,agua verde,alexanderbenjamin@hotmail.com
248,universidad nacional de jujuy,actuario ,2020/09/23,victoria wolfe,f,2002/05/09,girodias,howardvictor@yahoo.com
249,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/09/23,kyle jackson,m,1939/01/14,arroyo del cura,wpowers@hotmail.com
250,universidad nacional de jujuy,licenciatura en artes,2020/09/23,jessica booth,f,1953/07/16,alvaro barros,woodamber@yahoo.com
251,universidad nacional de jujuy,arquitectura,2020/09/23,beth may,f,1920/12/31,carlos casares,moorechristina@gmail.com
252,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/09/23,gregory hawkins,m,1919/08/06,colonia la yerba,qatkinson@gmail.com
253,universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/09/23,matthew rodriguez,m,1992/10/04,alcaraz 1ro,wsanchez@yahoo.com
254,universidad nacional de jujuy,ingeniería en informática,2020/09/23,jason norton,m,1928/05/14,colonia santa rosa,vwilkins@gmail.com
255,universidad nacional de jujuy,ingeniería electrónica,2020/09/23,olivia brown,f,2009/10/23,bella vista,danielle59@gmail.com
256,universidad nacional de jujuy,agronomía,2020/09/24,justin gomez,m,1912/05/15,arroyo grande,pstark@gmail.com
257,universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020/09/24,allison copeland,f,1935/03/28,villa adelina,jay98@hotmail.com
258,universidad nacional de jujuy,licenciatura en artes,2020/09/24,michael martinez,m,1913/03/29,campo galloso,rebeccabennett@hotmail.com
259,universidad nacional de jujuy,técnico para bioterios ,2020/09/24,kimberly hebert,f,1932/08/27,cañadon del corral,collinunderwood@hotmail.com
260,universidad nacional de jujuy,licenciatura en musicoterapia,2020/09/24,jonathan bailey,m,1984/05/10,carapachay,amandacooley@hotmail.com
261,universidad nacional de jujuy,actuario ,2020/09/24,charles long,m,1986/07/06,aneque grande,james75@gmail.com
262,universidad nacional de jujuy,diseño de imagen y sonido,2020/09/24,sara bradley,f,1957/03/08,cameron,goodwinmathew@yahoo.com
263,universidad nacional de jujuy,contador público ,2020/09/24,david flores,m,1913/11/26,ambrosio p lezica,karenroberts@yahoo.com
264,universidad nacional de jujuy,bioquímica,2020/09/24,lindsay smith,f,1999/12/27,atahualpa,sparrish@gmail.com
265,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/09/24,kristina bush,f,1974/11/08,cerro de la gloria canal 15,benjamindean@hotmail.com
266,universidad nacional de jujuy,agronomía,2020/09/24,lisa delacruz,f,1921/11/19,alfredo demarchi,qgraham@yahoo.com
267,universidad nacional de jujuy,ingeniería en informática,2020/09/24,amanda rodriguez,f,1949/07/20,colonia avellaneda,jeremy31@hotmail.com
268,universidad nacional de jujuy,licenciatura en sociología ,2020/09/24,jeremy arnold,m,1914/04/25,buen retiro,lisacastillo@hotmail.com
269,universidad nacional de jujuy,licenciatura en musicoterapia,2020/09/24,scott meyer,m,1923/04/09,felicia,bryanpollard@yahoo.com
270,universidad nacional de jujuy,medicina,2020/09/25,samuel andersen,m,1995/11/05,las palmas,angela10@yahoo.com
271,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/25,john becker,m,1965/07/23,campo moises seccion 1a,david37@hotmail.com
272,universidad nacional de jujuy,agronomía,2020/09/25,victoria hawkins,f,1909/10/17,17 de agosto,jonesamanda@yahoo.com
273,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/09/25,jon sosa,m,1913/08/22,arata,markjohnson@hotmail.com
274,universidad nacional de jujuy,licenciatura en ciencias ambientales,2020/09/25,sarah reid,f,1955/05/22,aparzo,matthewsdaniel@gmail.com
275,universidad nacional de jujuy,licenciatura en sociología ,2020/09/25,brian gregory,m,1906/04/15,la colina,psloan@yahoo.com
276,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/25,chad thomas,m,1912/05/04,aguara,bartlettdaniel@hotmail.com
277,universidad nacional de jujuy,medicina,2020/09/25,rebecca wiley,f,1970/02/21,campo yaguarete,thomas23@hotmail.com
278,universidad nacional de jujuy,licenciatura en musicoterapia,2020/09/25,amy frost,f,1932/05/30,carahunco,michael47@hotmail.com
279,universidad nacional de jujuy,ingeniería electrónica,2020/09/26,ricardo chen,m,1930/06/11,punta lara,jessicawood@yahoo.com
280,universidad nacional de jujuy,ingeniería electrónica,2020/09/26,brian moore,m,1996/09/26,arroyo guilaia,robert72@hotmail.com
281,universidad nacional de jujuy,ingeniería mecánica,2020/09/26,teresa ortega,f,1981/10/20,colonia clara,danielfitzgerald@hotmail.com
282,universidad nacional de jujuy,actuario ,2020/09/26,kimberly chen,f,1975/06/11,iturraspe,christopherharris@yahoo.com
283,universidad nacional de jujuy,diseño industrial,2020/09/26,brittney bailey,f,1993/09/22,catinzaco,doylesylvia@gmail.com
284,universidad nacional de jujuy,técnico para bioterios ,2020/09/26,lauren herman,f,1963/06/20,acostilla,rreid@yahoo.com
285,universidad nacional de jujuy,farmacia,2020/09/26,nathan schultz,m,1988/03/16,doctor domingo harosteguy,johnstonjacqueline@yahoo.com
286,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/09/26,kathryn chandler,f,1959/02/11,castilla,gardnersylvia@yahoo.com
287,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/09/26,anita miller,f,1988/09/07,campo la lima,ortizcarol@gmail.com
288,universidad nacional de jujuy,diseño de imagen y sonido,2020/09/26,jennifer smith,f,1967/04/12,la viticola,rebeccavasquez@gmail.com
289,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/09/26,rose chavez,f,1919/04/15,colonia adolfo alsina,heather72@gmail.com
290,universidad nacional de jujuy,licenciatura en ciencia política ,2020/09/26,crystal lloyd,f,1907/10/07,balcosna,ricardochan@gmail.com
291,universidad nacional de jujuy,licenciatura en musicoterapia,2020/09/27,bryan friedman,m,1952/02/26,los molinos,xestrada@gmail.com
292,universidad nacional de jujuy,agronomía,2020/09/27,april morgan,f,1990/12/11,alamos,jon74@gmail.com
293,universidad nacional de jujuy,diseño industrial,2020/09/27,jonathan lyons,m,2021/07/24,aguilares,dparker@hotmail.com
294,universidad nacional de jujuy,técnico para bioterios ,2020/09/27,angel underwood,m,1976/09/17,ramos mejia,rowedana@gmail.com
295,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/09/27,david powell,m,2014/03/12,colonia dr gdor udaondo,donaldabbott@hotmail.com
296,universidad nacional de jujuy,ingeniería en informática,2020/09/27,catherine valenzuela,f,2006/06/11,bella italia,melissa27@yahoo.com
297,universidad nacional de jujuy,actuario ,2020/09/27,mark ramos,m,2007/05/11,30 de agosto,kelly59@hotmail.com
298,universidad nacional de jujuy,agronomía,2020/09/27,donna crane,f,2008/11/26,asuncion,john12@yahoo.com
299,universidad nacional de jujuy,contador público ,2020/09/27,brenda fernandez,f,1927/07/22,algarrobitos 1ro,ujones@gmail.com
300,universidad nacional de jujuy,medicina,2020/09/27,courtney chan,f,2019/05/04,colonia cello,jacksonshawn@hotmail.com
301,universidad nacional de jujuy,farmacia,2020/09/28,amber solomon,f,1950/09/22,abra de hinojo,obrown@yahoo.com
302,universidad nacional de jujuy,arquitectura,2020/09/28,frank palmer,m,2012/11/04,agua colorada,hhoffman@hotmail.com
303,universidad nacional de jujuy,ingeniería mecánica,2020/09/28,laura preston,f,1964/03/14,kilometro 112,krystal57@hotmail.com
304,universidad nacional de jujuy,ingeniería mecánica,2020/09/28,chad smith,m,1936/12/05,la florencia,michael46@yahoo.com
305,universidad nacional de jujuy,ciencias veterinarias,2020/09/28,amy rodriguez,f,1941/06/20,aguada de la peña,keith67@gmail.com
306,universidad nacional de jujuy,contador público ,2020/09/28,peggy phillips,f,2020/05/26,colonia san francisco,kevin44@hotmail.com
307,universidad nacional de jujuy,licenciatura en sociología ,2020/09/28,samantha dorsey,f,1950/09/14,meson de fierro,westamy@yahoo.com
308,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/09/28,melissa king,f,1906/01/15,domselaar,emiller@yahoo.com
309,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/09/28,julia fowler,f,1976/01/24,barrio garin norte,erin65@gmail.com
310,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/28,kristin johnson,f,1941/05/13,baños lunlunta,tanyacompton@hotmail.com
311,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/09/28,jennifer wilson,f,2011/08/31,arboleda,robertlopez@yahoo.com
312,universidad nacional de jujuy,licenciatura en ciencias de la educación ,2020/09/28,melanie brown,f,1959/05/30,2 de julio,dcole@gmail.com
313,universidad nacional de jujuy,contador público ,2020/09/28,william jones,m,1979/10/07,caracoles,johnwilcox@gmail.com
314,universidad nacional de jujuy,agronomía,2020/09/29,anita drake,f,1913/09/06,colonia 1 de mayo,mendozacorey@yahoo.com
315,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/09/29,stacie aguilar,f,1989/12/22,aserradero arroyo,jonathanburnett@yahoo.com
316,universidad nacional de jujuy,medicina,2020/09/29,nicole sheppard,f,1958/07/10,dolores,debrafranklin@yahoo.com
317,universidad nacional de jujuy,agronomía,2020/09/29,jessica hernandez,f,1914/11/20,puerto ojo de agua,youngheather@yahoo.com
318,universidad nacional de jujuy,ingeniería en informática,2020/09/29,louis huber,m,2014/06/28,los frentones,robinmartin@yahoo.com
319,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/09/29,brittany perez,f,1917/07/29,ceres,angelarobinson@gmail.com
320,universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/09/29,micheal morris,m,1919/07/24,arroyo hondo,edward05@yahoo.com
321,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/09/29,vanessa arnold,f,1974/08/13,agua de torre,jillfischer@gmail.com
322,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/29,andrea thomas,f,1950/05/04,cangallo,katie06@yahoo.com
323,universidad nacional de jujuy,arquitectura,2020/09/29,jose villarreal,m,1938/10/13,la sara,ashleyjuarez@hotmail.com
324,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/09/29,monique arroyo,f,1927/09/30,agua negra,larryrivera@gmail.com
325,universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/09/29,tonya jackson,f,1963/04/16,agua de los manantiales,qrangel@hotmail.com
326,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/09/29,michelle pennington,f,1906/12/30,campo la plata,lgraham@hotmail.com
327,universidad nacional de jujuy,agronomía,2020/09/29,dylan williams,m,1907/10/04,planchada banderita,tylerjohn@yahoo.com
328,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/09/29,joshua henderson,m,1911/12/18,anecon grande,tryan@hotmail.com
329,universidad nacional de jujuy,contador público ,2020/09/30,daisy diaz,f,1933/11/08,san lorenzo,richard13@yahoo.com
330,universidad nacional de jujuy,diseño industrial,2020/09/30,elizabeth hickman,f,1913/10/27,la lucila del mar,rachelyang@gmail.com
331,universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/09/30,chad murphy,m,1941/04/11,campo cicare,catherinethomas@yahoo.com
