universidades,carreras,fechas_de_inscripcion,nombres,sexo,fechas_nacimiento,codigos_postales,direcciones,emails
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-23,wendy-warren,f,46-Sep-02,8185,"85576-jones-ports
burgesshaven,-nj-32057",mooreruben@yahoo.com
universidad-de-buenos-aires,actuario-,20-Sep-04,joseph-kelly,m,47-Jan-21,1905,"10880-nicholson-keys
south-katherine,-ut-79683",sharon19@gmail.com
universidad-de-buenos-aires,arquitectura,20-Nov-02,anthony-mckinney,m,68-Jul-23,2105,"3261-joseph-green-suite-894
yorkside,-ks-41383",christophernichols@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Dec-28,angela-williams,f,11-May-22,6326,"7724-ray-manors-apt.-058
lake-mary,-md-63886",sonya75@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Sep-15,sabrina-carter,f,93-Sep-24,5773,"975-johnson-grove-suite-661
jerrytown,-nv-84485",antonio29@gmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Oct-17,david-williams,m,52-Nov-03,7240,"043-john-ferry
cabreraberg,-wy-52307",sandrajohnson@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,21-Jan-11,margaret-mcpherson,f,20-Mar-16,4182,"1865-toni-tunnel
meganmouth,-ar-04142",smithanthony@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,21-Jan-26,mary-mann,f,36-Apr-25,6641,"8189-vasquez-track-suite-659
brendanfort,-me-77479",jacquelinehensley@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-18,kristen-alvarez,f,17-Jun-21,3507,"0596-clark-course-apt.-016
michaelside,-nh-31848",allensara@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,21-Jan-02,joshua-norris,m,31-Jan-11,6228,"61403-tamara-path
new-joseph,-wv-38632",donald49@yahoo.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Oct-14,tina-richardson,f,87-Jul-23,6640,"704-billy-bypass-suite-803
lake-marktown,-ms-65310",katherineprice@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Sep-01,terry-dixon,f,13-Mar-23,6646,"25009-bell-wall-suite-690
richardsport,-ky-93678",jerry32@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Dec-28,holly-price,f,82-Aug-09,8303,"1552-ward-station-suite-599
brandonside,-ar-44722",ashleybauer@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-05,john-hill,m,74-Jun-04,3476,"626-miles-flat
heatherfurt,-ut-58039",jennifercurtis@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Dec-08,nathaniel-mitchell,m,16-Mar-24,3226,"1470-meyers-pike-apt.-358
lake-eric,-ca-47714",calhounmichael@hotmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Dec-26,james-brooks,m,79-Oct-08,4542,"1472-thompson-fork-apt.-076
beckyland,-nh-27114",masondavid@yahoo.com
universidad-de-buenos-aires,contador-público-,20-Sep-13,daniel-chandler,m,18-Jul-20,6078,"68103-tanya-drives
stephaniefurt,-in-23276",dawnesparza@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,21-Jan-07,michael-mccoy,m,06-Dec-03,7407,"733-scott-forges-apt.-811
south-kelsey,-mo-39808",holly78@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-19,logan-freeman,m,44-May-28,4000,"305-thomas-harbors
east-william,-sd-40356",thompsonsteven@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Oct-16,jason-cohen,m,06-Jun-20,1741,"79989-zachary-divide-suite-467
lake-andrew,-az-24755",nancyryan@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-29,vanessa-perez,f,50-Dec-31,9315,"58238-roach-glens
wesleyview,-oh-49427",kathleencasey@gmail.com
universidad-de-buenos-aires,farmacia,20-Oct-08,matthew-olson,m,15-Dec-11,3046,"97847-davis-fort
oconnorside,-nv-13873",garyhudson@gmail.com
universidad-de-buenos-aires,bioquímica,20-Oct-04,angel-villegas,f,10-Nov-10,3514,"uss-richard
fpo-aa-93124",davischarles@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Dec-04,jeremy-snyder,m,33-May-12,3451,"608-mark-ports-apt.-345
elizabethchester,-ct-72827",tthomas@yahoo.com
universidad-de-buenos-aires,contador-público-,20-Sep-05,stephanie-hernandez,f,15-Mar-19,6721,"4241-hernandez-rue-apt.-522
west-brittneymouth,-pa-07763",kramerterri@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-24,javier-thomas,m,74-Mar-11,8127,"997-neal-shoals-apt.-822
juliaport,-ri-16251",oanderson@hotmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Dec-14,jodi-coleman,f,15-Jan-20,7301,"unit-9569-box-3769
dpo-ap-10030",gatkinson@gmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Sep-18,lisa-paul,f,75-Jan-05,4144,"950-cook-causeway-apt.-111
timothyhaven,-nc-10135",johnsoneric@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Nov-08,kelly-walker,m,28-May-17,5345,"85864-mcbride-mills-apt.-376
jensenview,-wa-07453",hermandwayne@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Oct-01,mr.-eric-ochoa,m,96-Jun-15,8416,"743-griffin-throughway
north-shariborough,-mn-54242",tatejonathan@yahoo.com
universidad-de-buenos-aires,medicina,20-Sep-29,taylor-rodriguez,f,76-Nov-29,2909,"800-anthony-manors
mikefort,-al-60403",millertammy@hotmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-16,mr.-anthony-davenport-md,m,05-Aug-25,3212,"100-richard-isle
scottmouth,-ca-28039",miranda35@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Nov-28,bridget-frank,f,80-Apr-28,2255,"usns-fuentes
fpo-ap-89729",danielpena@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,21-Jan-13,rachael-krause,f,35-Feb-16,1612,"8504-shea-tunnel-apt.-362
west-scottview,-pa-74498",torresbrandon@yahoo.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Nov-19,john-love,m,94-Jan-23,5730,"5707-andrew-crescent
south-meredithside,-or-58108",carlsonrodney@yahoo.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Dec-03,kenneth-farmer,m,73-Aug-24,3313,"732-lawson-gateway-apt.-320
dianahaven,-oh-85741",hwilliams@gmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Sep-14,sharon-harris,f,11-Feb-20,3244,"2001-gardner-ways-suite-886
amandachester,-me-64260",curtis80@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Oct-28,karen-johnson,f,55-Aug-27,8136,"4951-chelsea-dam
port-william,-nd-53875",caroline40@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Oct-03,david-quinn,m,90-Jul-21,5425,"31878-kenneth-brooks-suite-210
lake-evelynchester,-ca-35965",longtina@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Dec-17,chase-wallace,m,87-Apr-25,1871,"1539-melissa-falls-suite-416
new-kimberlyberg,-il-98912",jill87@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-27,karen-hill,f,60-Jun-12,5343,"1441-jennifer-isle-apt.-348
myersshire,-ma-60678",pamelaanderson@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-11,maria-campos,f,58-Jan-03,4724,"unit-6580-box-6514
dpo-aa-31089",stephanieevans@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Nov-18,adrian-strickland,m,74-Sep-28,6723,"24359-lori-road-apt.-050
murraychester,-tx-54105",katie67@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,21-Jan-11,andrew-lin,m,16-Feb-02,6073,"885-robinson-mount-suite-567
new-jonathanview,-al-31560",theresa10@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Dec-27,christopher-nelson,m,02-Dec-18,3036,"057-rogers-green
lake-jonathanville,-nc-12016",diane11@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-02,eric-velasquez,m,58-Apr-19,7247,"2495-ramos-hills
east-thomasmouth,-nm-15761",robertenglish@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-19,kevin-ortiz,m,09-Nov-06,4411,"3856-ramirez-vista-suite-814
east-sophia,-co-51929",sarahoward@gmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Dec-22,kelly-reyes,f,93-Jun-09,1836,"9857-baker-point
new-courtney,-vt-61450",robertszachary@hotmail.com
universidad-de-buenos-aires,agronomía,21-Jan-05,jacob-hill,m,46-Jul-16,3461,"8276-herrera-rue-suite-538
east-matthewborough,-mi-09744",samueldavis@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Dec-17,erik-valencia,m,46-Jul-31,1858,"071-adams-corner
dorseyview,-sc-05814",jacobsonmonica@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Dec-24,douglas-webster,m,44-Nov-26,3109,"7493-jacqueline-street
west-ashley,-me-68041",whitecassandra@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Oct-21,ricardo-hall,m,79-May-19,7119,"0503-anthony-dale
alyssaton,-va-93253",udavis@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Nov-12,melanie-smith-dds,f,85-May-23,1838,"psc-3903,-box-4147
apo-aa-14715",xaguilar@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Oct-04,marissa-adams,f,95-Sep-12,9225,"45870-ricky-islands
lake-dean,-ut-98808",lucasrowland@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Sep-19,brian-thompson,m,88-Nov-19,1702,"23853-watson-crossing-suite-159
port-robert,-id-81433",matthew34@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Sep-04,mary-alexander,f,95-Jul-12,2805,"716-jasmin-knoll-apt.-953
new-zacharyport,-ri-57139",sydneyhorton@gmail.com
universidad-de-buenos-aires,bioquímica,20-Dec-03,john-campbell,m,74-May-21,3386,"8319-lang-expressway
turnerborough,-az-29011",kimzachary@yahoo.com
universidad-de-buenos-aires,actuario-,20-Sep-23,nicole-harrell-dds,f,18-Oct-10,2505,"170-victoria-islands-apt.-456
rickton,-nc-08657",heather93@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Dec-12,susan-hill,f,42-Jan-16,2173,"99342-hampton-squares-suite-302
helenshire,-md-38904",kimberlysmith@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Dec-16,bobby-sanchez,m,01-Nov-23,3518,"884-patricia-motorway-apt.-537
west-leslieton,-al-88164",jordanrios@gmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Dec-11,mr.-shawn-glenn,m,09-Apr-19,3042,"402-steven-vista-suite-914
port-jamesland,-mo-84085",vickierocha@gmail.com
universidad-de-buenos-aires,farmacia,20-Oct-02,jacqueline-wilcox,f,15-Apr-13,1981,"907-white-pike
west-barbarachester,-wa-99661",lhicks@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Dec-29,jon-woods,m,62-Jun-14,3534,"9811-rollins-glens
rossland,-hi-38649",whitneyward@hotmail.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Sep-18,catherine-bryant,f,06-Dec-10,4142,"1316-garcia-forges-suite-403
gutierrezstad,-co-54507",kayla59@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Oct-17,kevin-perez,m,34-Feb-21,1891,"704-martinez-terrace
andrewberg,-wi-33747",pinedaalexis@yahoo.com
universidad-de-buenos-aires,diseño-industrial,21-Jan-02,matthew-miles,m,70-Jun-28,3420,"45656-guzman-crest-apt.-505
lake-sandraside,-ga-08741",brittanyjohnson@gmail.com
universidad-de-buenos-aires,farmacia,20-Sep-26,suzanne-gonzales,f,01-Jan-18,1602,"psc-6319,-box-8837
apo-aa-40677",rodriguezbeth@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-16,sydney-little,f,80-Jul-14,5471,"psc-9291,-box-8535
apo-aa-46529",kellypark@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,21-Jan-26,travis-baird,m,17-Dec-01,4500,"584-spencer-spring-suite-933
dianamouth,-nv-90597",christopherwatkins@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Oct-13,kenneth-jones,m,76-Nov-12,3701,"781-andrew-mills
north-nathan,-nc-05512",smithsummer@gmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Oct-26,kelly-clark,f,10-Jan-23,2633,"869-mitchell-springs-suite-185
lake-susanbury,-fl-59790",welchruben@hotmail.com
universidad-de-buenos-aires,medicina,20-Oct-31,james-anderson,m,50-Jun-24,6333,"112-hart-burgs-suite-416
norrisfurt,-id-52510",wintersdonna@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-29,heather-dixon,f,07-Jun-18,8363,"95693-daniel-forest
jenkinsshire,-ct-85622",ramirezrichard@hotmail.com
universidad-de-buenos-aires,arquitectura,20-Oct-22,douglas-aguilar,m,43-Dec-26,3023,"2042-lambert-fields
sarahmouth,-sd-65923",scottwalker@yahoo.com
universidad-de-buenos-aires,contador-público-,20-Nov-27,melvin-brown,m,73-Jun-30,1882,"094-cervantes-flat-apt.-735
port-brandonport,-in-28833",zshelton@gmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Nov-10,frank-wilson,m,25-Mar-16,6555,"65647-arnold-squares
north-michael,-wy-26720",gomezangela@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Dec-26,nancy-green,f,32-Jun-13,6216,"1521-dylan-bypass-suite-132
east-anthonyton,-ca-87126",yjackson@gmail.com
universidad-de-buenos-aires,ingeniería-en-informática,21-Jan-22,renee-jimenez,f,69-Jun-17,2611,"2476-crystal-circle-suite-112
east-robinburgh,-wa-65840",tiffany46@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-22,daryl-morgan,m,08-Jul-24,9315,"8873-walsh-stravenue-apt.-701
lake-april,-la-45212",xspencer@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Nov-30,veronica-jones,f,46-Feb-28,8400,"665-flynn-mission
east-andrea,-ct-54351",wardmelinda@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Nov-06,toni-gaines,f,51-Jun-01,9213,"137-lynch-divide
new-ashley,-il-82915",amy23@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,21-Jan-04,ralph-moore,m,07-Oct-14,8401,"7874-kennedy-expressway-apt.-656
new-todd,-ne-84702",sharon82@gmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Nov-15,donald-lopez,m,49-Jul-06,3071,"623-vasquez-rapids-apt.-765
nelsonview,-ky-19244",michaelgibson@gmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-27,timothy-bowen,m,82-Feb-14,7612,"083-lane-vista
johnton,-ne-44032",martin22@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Sep-20,elizabeth-miller,f,95-Sep-05,2752,"269-mathis-isle
south-maryburgh,-co-39281",mmartin@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Nov-13,garrett-rogers,m,09-Dec-08,5359,"135-david-forest-apt.-810
west-staceyton,-tx-39482",harrisjulia@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Nov-11,katherine-bennett,f,81-Nov-10,7100,"03049-mary-key-apt.-445
allentown,-ny-11294",jball@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Sep-07,brittany-proctor,f,78-Jun-19,5612,"7539-nielsen-loaf-suite-861
west-nathanhaven,-tn-77353",daltonmichael@yahoo.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Oct-06,joe-lewis,m,37-Nov-17,8170,"psc-6887,-box-5823
apo-ap-30926",rachel07@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Sep-11,daniel-thomas,m,00-Oct-20,9407,"26830-jennifer-fields-suite-309
carsonbury,-ar-86361",jonescrystal@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Oct-17,april-stein,f,05-Nov-04,2637,"2024-mary-mountain
drakefort,-nj-53788",zhouse@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,21-Jan-17,danny-chavez,m,56-Mar-16,3712,"7130-joseph-orchard
steventown,-in-30175",rickey15@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,21-Jan-25,christian-hall,m,18-Aug-23,3731,"734-bond-port-apt.-715
jonesview,-me-00762",hmoore@gmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Nov-02,courtney-edwards,f,11-Mar-06,4195,"870-castaneda-mill
alejandratown,-sc-43026",sanchezcristina@yahoo.com
universidad-de-buenos-aires,farmacia,20-Dec-21,chris-sweeney,m,39-Mar-27,2218,"802-george-club-suite-835
west-adrianville,-al-92619",richard30@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Oct-14,antonio-taylor,m,82-Feb-02,5461,"9797-randy-view-suite-028
vincentburgh,-la-11655",lisa78@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,21-Jan-30,kimberly-weber,f,39-Nov-14,9311,"64159-luna-drive-suite-374
mcgrathland,-nj-71651",ashleyleach@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,21-Jan-16,stacey-gomez,f,18-Jun-24,3081,"65134-kenneth-neck
sarahstad,-fl-42576",olsonrobert@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Dec-13,samantha-gibson,f,45-Jun-28,3471,"76420-dixon-courts-apt.-069
port-bonniebury,-nh-86034",alexandragordon@yahoo.com
universidad-de-buenos-aires,contador-público-,20-Sep-13,vanessa-simpson,f,60-Feb-11,2603,"5235-roach-shoal-apt.-826
new-johnchester,-ma-14183",fgreen@gmail.com
universidad-de-buenos-aires,contador-público-,20-Dec-23,anna-kim,f,05-Aug-16,6343,"05382-regina-meadows-suite-500
lake-charlesfurt,-mi-67632",spencejared@hotmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Sep-29,patrick-morgan,m,01-Oct-28,8370,"uscgc-castillo
fpo-ap-86576",kpierce@gmail.com
universidad-de-buenos-aires,farmacia,20-Dec-29,justin-sullivan,m,89-Jul-11,7540,"unit-2377-box-3847
dpo-aa-58459",flowersryan@hotmail.com
universidad-de-buenos-aires,actuario-,20-Nov-11,raymond-armstrong,m,01-Jan-13,5634,"365-morrison-point-apt.-765
east-jonathanside,-il-32004",crystal67@yahoo.com
universidad-de-buenos-aires,medicina,20-Sep-02,david-rowe,m,26-Mar-23,3244,"60078-wells-ramp
new-robertside,-ga-36809",mcclainmichelle@yahoo.com
universidad-de-buenos-aires,contador-público-,21-Jan-23,walter-dickson,m,02-Feb-21,3020,"354-shannon-shores
west-casey,-sc-88799",robin96@gmail.com
universidad-de-buenos-aires,bioquímica,21-Jan-11,michelle-parker,f,51-Jun-25,5523,"3181-paula-mountain
west-rachelport,-ca-10139",fwarner@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Dec-01,jennifer-mathis,f,20-Jun-21,5560,"unit-9458-box-2426
dpo-ap-10546",hughesvirginia@yahoo.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Dec-02,brady-vang,m,31-May-27,3340,"352-mills-drives
new-brittanyton,-nc-80082",carlosharper@gmail.com
universidad-de-buenos-aires,medicina,20-Sep-05,jason-moore,m,12-Jun-09,7240,"4829-cook-lane
hallberg,-va-93333",monica46@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Sep-28,david-lopez,m,28-Mar-03,2324,"0469-hood-meadows-suite-862
north-colleen,-ca-52133",ashley90@gmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Nov-25,carla-dunn-dds,f,13-Mar-04,8187,"84799-gary-expressway-suite-541
new-kaylashire,-or-36700",mdennis@hotmail.com
universidad-de-buenos-aires,arquitectura,20-Nov-30,jason-smith,m,78-Sep-29,2828,"954-mosley-mountain-suite-087
annmouth,-wa-08027",wellsashley@hotmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Sep-07,heather-mcbride,f,06-May-07,1646,"90305-kyle-club-apt.-546
adamsville,-me-96184",andersonjeremy@gmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-26,jason-smith,m,87-Mar-22,1684,"49309-steven-plaza-apt.-313
lindseyfort,-nd-58627",wallerjohn@hotmail.com
universidad-de-buenos-aires,contador-público-,20-Oct-23,scott-washington,m,10-Jul-12,6614,"49655-david-curve-suite-447
new-stevenborough,-wv-17565",eddie07@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Sep-05,andrew-nguyen,m,21-Jul-26,4122,"362-rebecca-estate
south-christina,-ut-75902",carpentervictor@yahoo.com
universidad-de-buenos-aires,licenciatura-en-sociología-,21-Jan-22,steven-kelly,m,86-Oct-10,2700,"9349-larry-rest-apt.-148
south-alicia,-ca-24487",gilbertnicholas@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-04,kathleen-hamilton,f,25-Aug-04,5567,"56398-baldwin-gardens
north-sarah,-nm-43429",klopez@gmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Sep-13,benjamin-thompson,m,74-Jun-21,4145,"09399-william-glens-apt.-834
port-claytonfort,-la-30872",hhuynh@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Oct-06,henry-ramirez,m,72-Dec-07,2440,"65525-ashley-stravenue
cameronberg,-id-37483",justin54@yahoo.com
